lemma	pos	count
pirkaitė	N	41
Piškinas	Ns	41
Plikšnienė	Ns	41
plunksniškai	R	41
podagrinis	A	41
Pranarauskas	Ns	41
Pranckuvienė	Ns	41
pratakas	N	41
prenumeruotis	V	41
presbiteris	N	41
Pribušauskaitė	Ns	41
priekurtis	A	41
prignybti	V	41
primūryti	V	41
prisiartinimas	N	41
prisikiaulinti	V	41
prisirauti	V	41
Pšibilskienė	Ns	41
pumpotaukšlis	N	41
Punytė	Ns	41
pusbaltis	A	41
pustekinis	A	41
Račkienė	Ns	41
radiocheminis	A	41
Rakevičienė	Ns	41
ramdyti	V	41
Rasimaitė	Ns	41
Rauckienė	Ns	41
raudonbarzdis	A	41
rekrutuoti	V	41
Rėkuvienė	Ns	41
repetavimas	N	41
reumatologinis	A	41
rezekuotas	A	41
Rombergas	Ns	41
Rūdelė	Ng	41
rusistė	N	41
Ruškulienė	Ns	41
Sajevičius	Ns	41
Salemonaitė	Ns	41
Salomenka	Ng	41
Samukas	Ns	41
šansonjė	N	41
Sarva	Ng	41
Šatrauskas	Ns	41
sekiklis	N	41
senprūsis	N	41
Šergalis	Ns	41
šešioliktinis	A	41
Severinčikas	Ns	41
Šiaudkulienė	Ns	41
Šiekštelienė	Ns	41
Šimulienė	Ns	41
šiuomet	R	41
Šiušė	Ns	41
Skrebytė	Ns	41
skridininis	A	41
slaptaraštis	N	41
Šlekonytė	Ns	41
Sneigienė	Ns	41
Snudaitis	Ns	41
Sokonys	Ng	41
sonatina	N	41
Šopytė	Ns	41
sostenuto	N	41
sovietiškumas	N	41
spekuliatyvumas	N	41
Spenglas	Ng	41
spietimas	N	41
spinakeris	N	41
splenektomija	N	41
sporangė	N	41
Sruoginytė	Ns	41
Stakevičius	Ns	41
Staknys	Ns	41
Stalgienė	Ns	41
Stepankevičius	Ns	41
Stoukus	Ns	41
strakalas	N	41
Stramkauskas	Ns	41
Striškienė	Ns	41
Struoga	Ng	41
Struoga	Ns	41
subanalinimas	N	41
subklinikinis	A	41
Suchanovas	Ns	41
sudrėkimas	N	41
sugirdymas	N	41
suinventorizuoti	V	41
suniurzgėti	V	41
šuntinis	A	41
supiktybėjimas	N	41
supinacija	N	41
suprastinimas	N	41
Surgautienė	Ns	41
Surgučiai	Ng	41
susandėliuoti	V	41
Susiedas	Ng	41
suskiepyti	V	41
suūkti	V	41
suvaikyti	V	41
Šveikauskis	Ns	41
Švelnytė	Ns	41
Sventickienė	Ns	41
šventnamis	N	41
Svirbutienė	Ns	41
talmudinis	A	41
tarpfazinis	A	41
tarškesys	N	41
Tatkonys	Ng	41
Tautkevičienė	Ns	41
teatskleisti	V	41
tebeatitikti	V	41
tebegarsinti	V	41
tebekaraliauti	V	41
tebepūsti	V	41
tebeteigti	V	41
tebetikslinti	V	41
Telavivas	Ng	41
Telšinskas	Ns	41
temazepamas	N	41
teocentrinis	A	41
teprasidėti	V	41
tepriimti	V	41
Termentas	Ng	41
terpineolis	N	41
tėtušėlis	N	41
tiodiglikolis	N	41
titrimetrija	N	41
traktoristė	N	41
trivialiai	R	41
trykštelti	V	41
trombocitopeninis	A	41
trombofilija	N	41
Tulaitė	Ns	41
Turlinskienė	Ns	41
Užkurnienė	Ns	41
užnuodijimas	N	41
užrišimas	N	41
užsiryti	V	41
užsišaldymas	N	41
vagneriškas	A	41
Vainilaitienė	Ns	41
Valatkaitis	Ns	41
Valečkienė	Ns	41
Valerava	Ng	41
Valiuškis	Ns	41
Valotkienė	Ns	41
valumas	N	41
Vaukaitė	Ns	41
vazodilatacija	N	41
veidrodiškai	R	41
Veineikis	Ns	41
velžietė	N	41
Verkelis	Ns	41
Vernys	Ns	41
veronietis	N	41
Vertinskienė	Ns	41
vėtyklė	N	41
Videikis	Ns	41
Vienužis	Ns	41
vienužis	N	41
Vinkuvienė	Ns	41
Virbalaitė	Ns	41
virptelėti	V	41
Višteliauskas	Ns	41
vištukė	N	41
Zaberezinskis	Ns	41
žabynė	N	41
žadeitas	N	41
Žagarienė	Ns	41
Žaliauskaitė	Ns	41
Žąsūgala	Ng	41
žavėjimas	N	41
Zegeris	Ns	41
Zelionkienė	Ns	41
Žiauga	Ns	41
Žiedelienė	Ns	41
Žiniauskas	Ns	41
Žirgė	Ng	41
žodingumas	N	41
Zuzevičiūtė	Ns	41
žvalgytoja	N	41
zvimbesys	N	41
adoratorius	N	40
agurkininkas	N	40
Aišbė	Ns	40
akrilanas	N	40
alchemikė	N	40
Aleksiūnaitė	Ns	40
Aleksynienė	Ns	40
alergizuotis	V	40
aliejingumas	N	40
Alubauskas	Ns	40
Amankavičius	Ns	40
antidiabetinis	A	40
antitrombinas	N	40
antivalstybiškai	R	40
Antonovienė	Ns	40
antragimis	N	40
anturažas	N	40
Aperavičius	Ns	40
apgaudinėtoja	N	40
apygirtis	A	40
apmūsoti	V	40
apsipylimas	N	40
apsipratimas	N	40
apsisodinti	V	40
apsuk	S	40
aranžavimas	N	40
archozauras	N	40
Arvydėlis	Nf	40
Arvydukas	Nf	40
atlaužyti	V	40
atpenėti	V	40
audrapaukštis	N	40
auskultuoti	V	40
Auslas	Ng	40
autopervežimas	N	40
Averkienė	Ns	40
Bačelytė	Ns	40
Bačionienė	Ns	40
Bagamolovas	Ns	40
Bakšaitis	Ns	40
Balčaitė	Ns	40
Balytė	Ns	40
Baltienė	Ns	40
Baltraitis	Ns	40
Baltromiškė	Ng	40
Baltruškevičius	Ns	40
Baltuonienė	Ns	40
Bareišaitė	Ns	40
Barisaitė	Ns	40
bastūnė	N	40
Batūrienė	Ns	40
beasmeniškumas	N	40
begalinumas	N	40
Beržanskaitė	Ns	40
bilsnoti	V	40
Bislienė	Ns	40
blaivintis	V	40
blefaritas	N	40
Bliuvienė	Ns	40
Borisevičienė	Ns	40
Bračkus	Ns	40
Brasevičienė	Ns	40
Brogiškės	Ng	40
Bučionis	Ns	40
Buinevičienė	Ns	40
Bukartas	Ns	40
Bulakas	Ns	40
Buliuolis	Ns	40
Burlinskienė	Ns	40
Burnienė	Ns	40
Bušeckas	Ns	40
Būtautas	Ns	40
Čaikinas	Ns	40
Čegienė	Ns	40
Čerkeskas	Ng	40
Česaitienė	Ns	40
Charačidienė	Ns	40
Čijauskaitė	Ns	40
čirškėjimas	N	40
citogenetika	N	40
citopatologija	N	40
dabartiškas	A	40
Dabrila	Ns	40
Dainauskaitė	Ns	40
Dalgėdaitė	Ns	40
Dariūtė	Ns	40
Dauderytė	Ns	40
daugiakartis	A	40
Dauginienė	Ns	40
dengėja	N	40
desakralizacija	N	40
desantuoti	V	40
Dikčienė	Ns	40
Dluckienė	Ns	40
Dlugauskas	Ns	40
Dockevičienė	Ns	40
Dubosaitė	Ns	40
Dūdiškės	Ng	40
Dumšė	Ns	40
durstinys	N	40
dvitrynis	A	40
džiaugsmingumas	N	40
egzekvijos	N	40
Eimutė	Nf	40
Eliuaras	Ns	40
Elmyra	Nf	40
emeritūra	N	40
epiškai	R	40
ėriavimasis	N	40
Falkauskas	Ns	40
farmakodinamika	N	40
Feliksiukas	Nf	40
fenologija	N	40
Fetingienė	Ns	40
fitotoksiškumas	N	40
Fiunesas	Ns	40
fosforitas	N	40
fotožurnalistė	N	40
Galčiūtė	Ns	40
Galginas	Ns	40
gardžiakvapis	A	40
Garjonis	Ns	40
Garlaitė	Ns	40
Garlauskas	Ns	40
Garuolytė	Ns	40
Gataveckaitė	Ns	40
gėjiškai	R	40
geodeziškai	R	40
geodeziškas	A	40
geol.	Y	40
geometras	N	40
geravališkas	A	40
Gesaitienė	Ns	40
Gibaičiai	Ng	40
Giedriukas	Nf	40
Ginevičienė	Ns	40
Ginitienė	Ns	40
Giržadienė	Ns	40
gyvinimas	N	40
gliptika	N	40
Grauželis	Ng	40
Graželienė	Ns	40
Gringytė	Ns	40
Grybkauskas	Ns	40
Gudanavičienė	Ns	40
Gustainienė	Ns	40
heliotropas	N	40
heterozė	N	40
hibridiškumas	N	40
hipervitaminozė	N	40
hipoksinis	A	40
histiocitozė	N	40
humanistė	N	40
Ilekytė	Ns	40
įlydyti	V	40
improvizuotoja	N	40
integruotojas	N	40
intervencionizmas	N	40
invencija	N	40
iracionalistinis	A	40
įrąža	N	40
įsismeigti	V	40
įsiveržėlė	N	40
iškaboti	V	40
išmaišymas	N	40
išnarpliojimas	N	40
išpenėti	V	40
išrūginis	A	40
išsikvepinti	V	40
išsisiųsti	V	40
iššvirkšti	V	40
Jacinavičienė	Ns	40
Jadzytė	Nf	40
Jalbžykovskis	Ns	40
Janeikaitė	Ns	40
Januškauskaitė	Ns	40
Jarašauskas	Ns	40
Jaselskis	Ns	40
javapjovė	N	40
Jončienė	Ns	40
joniškėlietis	N	40
Jonkaitienė	Ns	40
Jonušaitis	Ns	40
Joškys	Ns	40
Juočepis	Ns	40
Juočepys	Ns	40
Jurgeliškė	Ng	40
Jusevičienė	Ns	40
Kačkauskas	Ns	40
Kajeckas	Ns	40
kapininkė	N	40
Karkauskienė	Ns	40
karšėjas	N	40
Kartavičienė	Ns	40
Karvovskis	Ns	40
Kasakaitis	Ns	40
kataloniškai	R	40
katechizuoti	V	40
Kaunickienė	Ns	40
kepinukas	N	40
Kertenys	Ng	40
kiaukutinis	A	40
kiautinis	A	40
Kieliauskas	Ns	40
Kislauskas	Ns	40
Kleiba	Ns	40
Klevienė	Ns	40
Kliučakas	Ns	40
kolagenozė	N	40
kolonizacinis	A	40
kontinentalumas	N	40
korektūrinis	A	40
kraustytoja	N	40
krautuvininkė	N	40
kretingališkė	N	40
Kriukelytė	Ns	40
Kruminienė	Ns	40
Krupauskas	Ns	40
Krūvelienė	Ns	40
Kšivickas	Ns	40
kūdikiškai	R	40
Kulišauskas	Ns	40
Kulšėnai	Ng	40
kupreliškietis	N	40
kupstuotas	A	40
Kurbskis	Ns	40
kūrinukas	N	40
kurkinas	N	40
Kuusienė	Ns	40
kvartilis	N	40
Kvasas	Ns	40
Kvietkevičiūtė	Ns	40
Ladigaitė	Ns	40
latifundinis	A	40
Laurynaitis	Ns	40
Lebedinskas	Ns	40
Leleivienė	Ns	40
Leškevičienė	Ns	40
Levišauskaitė	Ns	40
Librevilis	Ng	40
Liekė	Ng	40
limfoleukozė	N	40
Lindiniškės	Ng	40
Linksmėnai	Ng	40
linkt	O	40
liūsti	V	40
Lygutienė	Ns	40
Loiba	Ns	40
LŽSC	Y	40
Macura	Ns	40
mainikauti	V	40
Makulis	Ns	40
Malickaitė	Ns	40
Margalikas	Ns	40
Margėnai	Ng	40
Maščinskaitė	Ns	40
Masiliauskas	Ns	40
Matačiūnienė	Ns	40
Matickas	Ns	40
Medelinskienė	Ns	40
meldimas	N	40
Menčiūnienė	Ns	40
Meskis	Ns	40
Meslinienė	Ns	40
miesčioniškai	R	40
Mikalauka	Ng	40
Mikalkėnaitė	Ns	40
Mikelaitytė	Ns	40
Mikelskas	Ns	40
Milgaudžiai	Ng	40
Minčinauskas	Ns	40
mindžikavimas	N	40
minimalistiškai	R	40
Miškeliūnienė	Ns	40
mitingavimas	N	40
Mitrofanas	Ns	40
monumentinis	A	40
Mošia	Ng	40
Mošinskienė	Ns	40
Motiekienė	Ns	40
Mrazauskaitė	Ns	40
Nagevičienė	Ns	40
našlaitystė	N	40
neamerikietiškas	A	40
neapkerpėti	V	40
neaplipti	V	40
neatstatinėti	V	40
neatstovavimas	N	40
nebeapmokestinti	V	40
nebediktuoti	V	40
nebegiedoti	V	40
nebeįgyvendinti	V	40
nebeišvežti	V	40
nebelaimėti	V	40
nebenusidėti	V	40
nebepasveikti	V	40
nebepatempti	V	40
nebeprotestuoti	V	40
nebesiginti	V	40
nebesimylėti	V	40
nebeužuosti	V	40
nebildėti	V	40
nebręsti	V	40
negarsinimas	N	40
negilėti	V	40
neišdvėsti	V	40
neįsiklausymas	N	40
neišlakstyti	V	40
neįšokti	V	40
neišoperuoti	V	40
neišparceliuoti	V	40
neišsipilti	V	40
nekarbonizuotas	A	40
nemobilus	A	40
nenėščia	A	40
nenukarpyti	V	40
nenusmukdyti	V	40
nenutraukinėti	V	40
neokolonializmas	N	40
neorganiškas	A	40
nepasakymas	N	40
nepasikėsinti	V	40
nepasišakoti	V	40
nepašlyti	V	40
nepersvarstyti	V	40
neprakišti	V	40
neprecedentinis	A	40
neprisnigti	V	40
nerecenzuoti	V	40
neršimas	N	40
nesėklinis	A	40
nesugaišinti	V	40
nesusideginti	V	40
nesusigyventi	V	40
nesutrupinti	V	40
neuiti	V	40
neuždarbiauti	V	40
neužgaišti	V	40
nevasariškas	A	40
Ničius	Ns	40
Niemcas	Ns	40
Novogrodskis	Ns	40
nulenkimas	N	40
nuožmėti	V	40
nusijoti	V	40
nusikratymas	N	40
nuskurdėlis	N	40
nustraksėti	V	40
obolas	N	40
Odinienė	Ns	40
okeanidė	N	40
Okulevičienė	Ns	40
Orlavičienė	Ns	40
ortografija	N	40
pabaltinti	V	40
pabauginti	V	40
Paciukonis	Ns	40
padėstyti	V	40
Padorienė	Ns	40
paerzinimas	N	40
pafilosofavimas	N	40
pakaišioti	V	40
paliesėti	V	40
pamurdyti	V	40
pasigadinti	V	40
pasistaipymas	N	40
pasitašyti	V	40
pasitaškymas	N	40
pasivaikyti	V	40
pasivijimas	N	40
pasukčiauti	V	40
pašurmuliuoti	V	40
pasvaigti	V	40
pataikautoja	N	40
Patalauskas	Ns	40
patristika	N	40
Pavilanskas	Ns	40
pažibintis	N	40
pažingsniuoti	V	40
pažinojimas	N	40
peliūkštis	N	40
Pelkelė	Ng	40
perboratas	N	40
persidaryti	V	40
perskirstytojas	N	40
pertrūkti	V	40
peštelėti	V	40
Piaseckaitė	Ns	40
pigmalijonas	N	40
Pilipaitė	Ns	40
Pilitauskaitė	Ns	40
pjezometrinis	A	40
plačiagerklis	A	40
plastelti	V	40
Plauškienė	Ns	40
plėšrūniškas	A	40
plėvėtas	A	40
Plienis	Ns	40
Plotnikovienė	Ns	40
Plūkienė	Ns	40
pokštininkė	N	40
poligrafininkas	N	40
polisemija	N	40
Porciunkulė	Np	40
poryti	V	40
Potelis	Ns	40
Požėlaitė	Ns	40
prafiltruoti	V	40
pragmatikė	N	40
prasmiškai	R	40
pravargti	V	40
pravedinėti	V	40
Preibytė	Ns	40
pridulkėti	V	40
pridžiovinti	V	40
priebėgomis	R	40
prisikvatoti	V	40
prisivaikščioti	V	40
pronacija	N	40
puansonas	N	40
Puipienė	Ns	40
pustulinis	A	40
Putriūnas	Ns	40
Puzanovas	Ns	40
reikalėlis	N	40
rijikė	N	40
Rinkšeliai	Ng	40
Rylienė	Ns	40
rotaprintas	N	40
ruduokė	N	40
rūmelis	N	40
Ruolytė	Ns	40
Rušienė	Ns	40
Samonis	Ns	40
Sapitavičius	Ns	40
sąsiuvinėlis	N	40
sąskaitininkė	N	40
Ščemeliovas	Ns	40
Šebelskienė	Ns	40
signalizuotojas	N	40
Šijanienė	Ns	40
Šimulytė	Ns	40
simultaniškai	R	40
sinkretiškumas	N	40
sinovitas	N	40
siriškas	A	40
Sjogrenas	Ns	40
Skalskienė	Ns	40
skersinukas	N	40
Šleinotaitė	Ns	40
šliaužiklis	N	40
Smilgevičienė	Ns	40
smogimas	N	40
Snabaitienė	Ns	40
Šnaiderienė	Ns	40
šnerkšti	V	40
šniaukti	V	40
Šniukščiai	Ng	40
Šniutienė	Ns	40
Sotvaras	Ns	40
spaudyklė	N	40
sproginimas	N	40
srovenimas	N	40
stabilitronas	N	40
Štabokaitė	Ns	40
Stackevičienė	Ns	40
Stalioraitienė	Ns	40
stalkalnis	N	40
standinimas	N	40
Staniulevičius	Ns	40
Stašauskienė	Ns	40
Stašionis	Ns	40
Stašytė	Ns	40
stenografija	N	40
Stiglicas	Ns	40
Stirnė	Ng	40
Stončiuvienė	Ns	40
strėnjuostė	N	40
Štuikys	Ns	40
suakmenėjimas	N	40
sučiaumoti	V	40
sudulkėti	V	40
sufolkai	N	40
sugestyviai	R	40
Šukauskienė	Ns	40
sunešimas	N	40
sunkybė	N	40
sunumeravimas	N	40
suplukdyti	V	40
susigrojimas	N	40
susilaižyti	V	40
sustiklėti	V	40
sušvelnėjimas	N	40
suvežioti	V	40
šventadieninis	A	40
Šventragiai	Ng	40
šviežiapienis	A	40
Svilaitė	Ns	40
Talkoniai	Ng	40
Taluntytė	Ns	40
teatsirasti	V	40
tebedėstyti	V	40
teigiamumas	N	40
teisiškumas	N	40
Telišauskienė	Ns	40
teorizavimas	N	40
Terebeiza	Ns	40
terpimas	N	40
tetrazepamas	N	40
teužsiimti	V	40
tiulinis	A	40
Tolimėnai	Ng	40
Tomkienė	Ns	40
trasologija	N	40
triauškinti	V	40
trietilenglikolis	N	40
trigubėti	V	40
Uinskienė	Ns	40
Ulozienė	Ns	40
Uogaliai	Ng	40
uosiukas	N	40
Urmanaitė	Ns	40
užgavėti	V	40
užniūniuoti	V	40
užpūliuoti	V	40
užsiutinti	V	40
užspaudas	N	40
užviršuoti	V	40
užvyti	V	40
Vaičiulionytė	Ns	40
Vaidžiulis	Ns	40
Vaidžiūnaitė	Ns	40
Vaitelienė	Ns	40
Vaizbergas	Ns	40
valiza	N	40
vardažodinis	A	40
Vaščila	Ns	40
važinėtojas	N	40
veikaliukas	N	40
vėjūkštis	N	40
Veselovskis	Ns	40
vidujiškumas	N	40
Vienožinskytė	Ns	40
vienturtėlis	N	40
Vievesis	Ns	40
Vilcinis	Ns	40
Virangė	Ng	40
Viskačka	Ns	40
vyriškėjimas	N	40
vokalizė	N	40
Žabaliūnienė	Ns	40
Zajauskas	Ns	40
Zalagaitė	Ns	40
žalsvumas	N	40
Žekonytė	Ns	40
Zenonėlis	Nf	40
Žiezdrė	Ng	40
Zumbrickas	Ns	40
žvirgždėtas	A	40
adresiukas	N	39
Agapovas	Ns	39
aksiologija	N	39
aktinidas	N	39
aktyvizacija	N	39
Akučka	Ns	39
Akuočiai	Ng	39
Almonaitytė	Ns	39
Alonderienė	Ns	39
ambona	N	39
amfepramonas	N	39
aminofenolis	N	39
amofosas	N	39
Andriekienė	Ns	39
Andziukevičiūtė	Ns	39
angiologinis	A	39
ankstėti	V	39
ankstinimas	N	39
antifrikcinis	A	39
antropogeniškas	A	39
apgulimas	N	39
apyšiltis	A	39
Apolinarija	Nf	39
apropriacija	N	39
apsipinti	V	39
apsitvarstyti	V	39
apskritalapis	A	39
apvandeninti	V	39
arabistas	N	39
Argaudas	Nf	39
arkidiakonas	N	39
Arminienė	Ns	39
Arvilas	Nf	39
Astromskaitė	Ns	39
aštuonakė	N	39
Atienė	Ns	39
atitekimas	N	39
atklijuoti	V	39
Atkocevičius	Ns	39
atlįsti	V	39
atsitolinimas	N	39
atšniokšti	V	39
atžagareivis	N	39
auksakasys	N	39
Aukseliai	Ng	39
aukštėjimas	N	39
Babulytė	Ns	39
Bačiauskas	Ns	39
Bagočiūtė	Ns	39
Balseris	Ns	39
balteglė	N	39
Baltinaitė	Ns	39
Baltrukėnas	Ns	39
Baltuonė	Ns	39
Baluošai	Ng	39
Baronaitis	Ns	39
barotrauma	N	39
Bartoševskis	Ns	39
bedruskis	A	39
bemirti	V	39
besiknaisioti	V	39
besiplėšyti	V	39
Birontas	Ns	39
Biržietienė	Ns	39
Bozys	Ns	39
Brokevičius	Ns	39
brūkšniavimas	N	39
Būbliškė	Ng	39
Bukinienė	Ns	39
Bulanavičienė	Ns	39
Burlingis	Ns	39
Butytė	Ns	39
Čebatoriūnas	Ns	39
čekšt	O	39
Cemnickas	Ns	39
centilitras	N	39
centriškumas	N	39
Česnauskaitė	Ns	39
chlorprotiksenas	N	39
Cibaitė	Ns	39
Daiginas	Ns	39
Dainauskis	Ns	39
daugailiškis	N	39
daugiažodžiavimas	N	39
Daumantienė	Ns	39
dekompozicija	N	39
Dementavičienė	Ns	39
dėmėtumas	N	39
densitometras	N	39
dezomorfinas	N	39
dievagojimasis	N	39
Dikaitė	Ns	39
dilgėlinukas	N	39
dinamometrinis	A	39
dirbinėti	V	39
Dmukauskas	Ns	39
Dokšus	Ns	39
Drąsutavičius	Ns	39
Dražba	Ns	39
drebutinis	A	39
Drėgvaitė	Ns	39
drova	N	39
dudenimas	N	39
Dunojėlis	Ng	39
duotumas	N	39
dvisiūlis	A	39
Džiugintas	Nf	39
eksabaitas	N	39
ektopija	N	39
Elksnys	Ns	39
Emiliškės	Ng	39
ergometras	N	39
ėriuotis	V	39
etilakrilatas	N	39
etnografizmas	N	39
euglena	N	39
europocentrizmas	N	39
Ezerskienė	Ns	39
falsifikatorė	N	39
fiziškumas	N	39
Freimantas	Ns	39
Frenzelis	Ns	39
Fryzija	Ng	39
Gabnytė	Ns	39
gaisrena	N	39
gaivalingai	R	39
Galvelytė	Ns	39
galvelytė	N	39
galvotoja	N	39
gamtojauta	N	39
Gaubaitė	Ns	39
Gebrauskas	Ns	39
Geležienė	Ns	39
Gelumbickaitė	Ns	39
geolokacija	N	39
gerontologinis	A	39
giesmynėlis	N	39
gynybiškumas	N	39
Grabė	Ng	39
Grabuostas	Ng	39
grafema	N	39
graižažiedžiai	N	39
gražuma	N	39
Grehamas	Nf	39
Gribauskienė	Ns	39
Grigalauskienė	Ns	39
Grigulis	Ns	39
Grubienė	Ns	39
Grundelė	Ns	39
Gudeliūnienė	Ns	39
guglinti	V	39
gurvolis	N	39
guveinis	N	39
guziukas	N	39
Gvazdžiauskas	Ns	39
haptenas	N	39
heksachlorofenas	N	39
heliografas	N	39
hipostazuoti	V	39
hipotenzinis	A	39
Idzelienė	Ns	39
Ignius	Nf	39
Ignotiškis	Ng	39
Ilgevičienė	Ns	39
Indrelė	Nf	39
infliuoti	V	39
inkštiruotas	A	39
inotropinis	A	39
insektariumas	N	39
išgriovimas	N	39
įsiganyti	V	39
įsisėsti	V	39
įsistoti	V	39
iškirmyti	V	39
iškvaišti	V	39
išraiškus	A	39
išsiuvinėjimas	N	39
išsižiojimas	N	39
įsūnijimas	N	39
italinis	A	39
įžemis	N	39
ypatingybė	N	39
Jačauskas	Ns	39
Jagela	Ns	39
Jakūbaitis	Ns	39
jazminaitis	N	39
Joškar	Ng	39
Juodėnai	Ng	39
Juodenis	Ns	39
Jūrelė	Ns	39
Jurgevičius	Ns	39
Jutkienė	Ns	39
Kacienė	Ns	39
Kačkienė	Ns	39
kaimietiškumas	N	39
kaištinis	A	39
Kaktytė	Ns	39
Kalkius	Ns	39
Kamandulienė	Ns	39
Kapralovas	Ns	39
Kardelytė	Ns	39
Kardokienė	Ns	39
Kartavičius	Ns	39
Kasimovienė	Ns	39
Kaškevičius	Ns	39
katolikosas	N	39
katrenas	N	39
Kazokaitytė	Ns	39
Kersnauskienė	Ns	39
Keselys	Ns	39
kietalukštis	A	39
Kiniulis	Ns	39
kinotyra	N	39
kiškiakopūstinis	A	39
kiurksojimas	N	39
Kizalienė	Ns	39
Klėgerienė	Ns	39
Klemenienė	Ns	39
kolegijinis	A	39
Komičienė	Ns	39
Komovienė	Ns	39
koncertina	N	39
Kraniauskienė	Ns	39
Krapikienė	Ns	39
Kreišmonas	Ns	39
Krevnevičius	Ns	39
Krikščionaitis	Ns	39
Krikštopaitytė	Ns	39
Kristinis	Ns	39
Križanauskas	Ns	39
Križanauskienė	Ns	39
Krumpalcas	Ns	39
Kubilevičius	Ns	39
Kudlinskienė	Ns	39
Kuginis	Ns	39
kurmrausis	N	39
kurtinamai	R	39
Kurutienė	Ns	39
Labinienė	Ns	39
lajinis	A	39
Laukupys	Ng	39
Laukžemytė	Ns	39
Lebeliūnaitė	Ns	39
Lebrikaitė	Ns	39
Leilionas	Ns	39
Leketienė	Ns	39
Lekutis	Ns	39
Lentinas	Ns	39
lentpjovys	N	39
Lesčiai	Ng	39
Levanaitienė	Ns	39
Lidžiūtė	Ns	39
lietuvystė	N	39
Lilienė	Ns	39
linkomicinas	N	39
Liorancas	Ns	39
lipoproteidas	N	39
Lisinskienė	Ns	39
liuoktelėti	V	39
liurlinti	V	39
Liutvinienė	Ns	39
lizergas	N	39
lizimetrinis	A	39
logografas	N	39
LŽŪMPRRA	Y	39
Maceikienė	Ns	39
maceracija	N	39
Mačiūkiai	Ng	39
maduramicinas	N	39
majolika	N	39
Makelienė	Ns	39
Makšeckas	Ns	39
Malinovas	Ns	39
maoizmas	N	39
Marna	Ng	39
Maruškevičius	Ns	39
Masiliauskienė	Ns	39
Masnevaitė	Ns	39
Mažuolienė	Ns	39
Mazurkevičienė	Ns	39
metacentrinis	A	39
metaldehidas	N	39
miauksėjimas	N	39
Mieldažis	Ns	39
minkštaprotystė	N	39
mirgesys	N	39
Misiūtė	Ns	39
monokultūrinis	A	39
Morkvėnaitė	Ns	39
multiplikavimas	N	39
Naginevičienė	Ns	39
Nasutavičius	Ns	39
natelė	N	39
naujybinis	A	39
Navakonys	Ng	39
nealerginis	A	39
neapdengti	V	39
neapdžiūti	V	39
neapgraužti	V	39
neatkalbėti	V	39
neatkirsti	V	39
neatseikėti	V	39
neaudrinti	V	39
nebalansuoti	V	39
nebeapmokėti	V	39
nebeatsukti	V	39
nebeišspręsti	V	39
nebenusišnekėti	V	39
nebepatraukti	V	39
nebesirengti	V	39
nebesišnekėti	V	39
nebeužduoti	V	39
nebevalioti	V	39
nebevežioti	V	39
nebežymėti	V	39
nebiržinis	A	39
nedarbinti	V	39
nedemontuoti	V	39
neegzaminuoti	V	39
neerotiškas	A	39
neigiamumas	N	39
neįklampinti	V	39
Neimetas	Ns	39
neišgulti	V	39
neiškaršti	V	39
neįskelti	V	39
neišklibinti	V	39
neiššluoti	V	39
neįvynioti	V	39
nejuntamai	R	39
nekonstruktyvumas	N	39
nekrakmolingas	A	39
nekruopščiai	R	39
nelaidumas	N	39
nenulinis	A	39
nenuprausti	V	39
nenusižiūrėti	V	39
neomicinas	N	39
nepabaidyti	V	39
nepabirti	V	39
nepadažyti	V	39
nepargabenti	V	39
neparvirsti	V	39
nepastorinti	V	39
nepatrūkti	V	39
nepernokti	V	39
nepiktžodžiauti	V	39
nepraplauti	V	39
nepriesaginis	A	39
neprisikalbėti	V	39
nepriverstinis	A	39
neprotokoluoti	V	39
nepuikus	A	39
nerankioti	V	39
nereglamentiškai	R	39
nesavarankis	A	39
nesigrožėti	V	39
neskambus	A	39
nesklaidyti	V	39
nešlapias	A	39
nesmarkauti	V	39
nešmirinėti	V	39
nesufleruoti	V	39
nesuintriguoti	V	39
nesusenti	V	39
nesusiklijuoti	V	39
nesusmukti	V	39
neterlioti	V	39
nevienaprasmis	A	39
nevientisumas	N	39
niežinis	A	39
nitroglicerolis	N	39
niurzgimas	N	39
Noškūnai	Ng	39
numaukti	V	39
numirimas	N	39
nuokara	N	39
nupurškimas	N	39
nusikloti	V	39
nusišveisti	V	39
nusivadovauti	V	39
nustatytojas	N	39
nuturėti	V	39
Olšauskaitė	Ns	39
onkoginekologinis	A	39
oratoriškas	A	39
paaikčioti	V	39
pačepsėti	V	39
padažymas	N	39
Padegimienė	Ns	39
Padvaiskaitė	Ns	39
pagilėjimas	N	39
Pagirgždūtis	Ng	39
pajodžarga	N	39
pajuodavimas	N	39
pakrapinti	V	39
Pakšteliai	Ng	39
palaužimas	N	39
Palavenienė	Ns	39
palmetė	N	39
Palšauskienė	Ns	39
paplėšyti	V	39
paraneoplastinis	A	39
Paraščiakienė	Ns	39
partrenkimas	N	39
pasigailėtinai	R	39
pasisiekti	V	39
pasisvaidymas	N	39
pataškyti	V	39
paukštšunis	N	39
pažioplinėti	V	39
Pažusys	Ns	39
Pelakauskaitė	Ns	39
peredvižnikas	N	39
perprofiliavimas	N	39
persergėjimas	N	39
persipylimas	N	39
pertraukiklis	N	39
Petrovaitė	Ns	39
Petrulionytė	Ns	39
pievaitė	N	39
Pigulevičienė	Ns	39
Piktaitė	Ns	39
Pilelienė	Ns	39
